OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|AREALAND_PART|AREAWATER_PART
||||||||27890385021779|1214250|Coral Gables city|33480926|63155375|G4110|C1|A|524449|59733564
||||||||28090355814632|1215862|Cudjoe Key CDP|13401305|13669951|G4210|U1|S|0|1099232
||||||||27890594249043|1215968|Cutler Bay town|25606166|1030863|G4110|C1|A|1677847|13
||||||||2789088505268|1218575|Dunedin city|26959324|32456504|G4110|C1|A|0|7123742
||||||||27890404137072|1221350|Eustis city|28279670|4978014|G4110|C1|A|0|2542385
||||||||28090117565426|1222275|Ferry Pass CDP|36018007|18695927|G4210|U1|S|270098|17905817
||||||||27890385021789|1222975|Florida City city|15512915|178636|G4110|C1|A|3524710|6589
||||||||28090382287982|1225900|Gibsonton CDP|33187904|6812831|G4210|U1|S|0|728883
||||||||2789090326873|1228000|Gulf Breeze city|12122982|45220394|G4110|C1|A|0|39307803
||||||||28090385021799|1232325|Homestead Base CDP|10990386|267581|G4210|M2|S|17595|4552
||||||||28090386051853|1232993|Hutchinson Island South CDP|11152501|113409181|G4210|U2|S|0|80370469
||||||||2789046365755|1235000|Jacksonville city|1935461994|329377429|G4110|C1|A|0|96715297
||||||||2789046365756|1235050|Jacksonville Beach city|18952470|37933826|G4110|C1|A|0|32849382
||||||||28090355814640|1236375|Key Largo CDP|31211537|8274192|G4210|U1|S|134274|133868
||||||||27890355814642|1236550|Key West city|14502298|4169522|G4110|C1|A|1037011|305781
||||||||2789088505277|1239425|Largo city|48007290|2559137|G4110|C1|A|0|110431
||||||||27890404137080|1239875|Leesburg city|99576573|9036274|G4110|C1|A|0|221545
||||||||27890352006649|1241150|Longboat Key town|10562362|30877897|G4110|C1|A|0|193548
||||||||2789088505278|1242400|Madeira Beach city|2542938|5723985|G4110|C1|A|0|1582865
||||||||27890364983725|1242700|Manalapan town|1158224|26092311|G4110|C1|A|0|22631409
||||||||27890373957656|1243083|Marco Island city|31487285|32388138|G4110|C1|A|0|2229917
||||||||27890385021811|1245000|Miami city|93228401|52000009|G4110|C1|A|0|13423123
||||||||280903717416600|1245465|Midway CDP|31117219|59202599|G4210|U1|S|0|58664580
||||||||280903717415427|1248055|Navarre Beach CDP|3059387|9836924|G4210|U1|S|0|2937318
||||||||2789046365757|1248100|Neptune Beach city|6053034|11687525|G4110|C1|A|0|10166704
||||||||2789088505279|1249725|North Redington Beach town|677059|1876520|G4110|C1|A|0|526811
||||||||2789090908088|1250450|Oak Hill city|17404382|11579372|G4110|C1|A|3546844|10378989
||||||||2789086769978|1254200|Palm Coast city|246984580|3118684|G4110|C1|A|40662287|0
||||||||2809088505281|1254350|Palm Harbor CDP|44921635|27824610|G4210|U1|S|0|20042015
||||||||2789081944631|1254700|Panama City city|90911120|15928864|G4110|C1|A|10007696|11842
||||||||27890117565431|1255925|Pensacola city|58718360|47543253|G4110|C1|A|90129|45545763
||||||||2789090908093|1258200|Ponce Inlet town|11623071|26595281|G4110|C1|A|0|17926868
||||||||2789086954060|1258675|Port St. Joe city|24259329|6732943|G4110|C1|A|1558413|0
||||||||27890331890831|1259200|Punta Gorda city|40134992|16507797|G4110|C1|A|3179411|1006235
||||||||2789088505283|1259725|Redington Beach town|929623|2464460|G4110|C1|A|0|757569
||||||||2789088505284|1259750|Redington Shores town|854328|1950492|G4110|C1|A|0|697876
||||||||28090382287995|1262275|Ruskin CDP|46867267|3742424|G4210|U1|S|0|348107
||||||||27890360986064|1262625|St. Cloud city|65916407|94018|G4110|C1|A|0|15556
||||||||2789088505287|1262885|St. Pete Beach city|5506958|12529586|G4110|C1|A|0|4134587
||||||||2789088505288|1263000|St. Petersburg city|160099582|180057833|G4110|C1|A|974248|138984707
||||||||27890349540148|1263700|Sanibel city|41904758|44102987|G4110|C1|A|0|12069863
||||||||27890364983742|1267175|South Bay city|7411275|2758427|G4110|C1|A|1536521|2633447
||||||||27890382287997|1271000|Tampa city|295299064|160101767|G4110|C1|A|532944|131044608
||||||||2789088505292|1271150|Tarpon Springs city|23636011|22148306|G4110|C1|A|99935|15035027
||||||||27890404137093|1271225|Tavares city|31539291|4140115|G4110|C1|A|0|350208
||||||||28090357099850|1271300|Taylor Creek CDP|7894943|1013142|G4210|U1|S|29476|0
||||||||2809088505293|1271825|Tierra Verde CDP|3220340|8434036|G4210|U1|S|7120|0
||||||||27890288032463|1271900|Titusville city|75689682|13179521|G4110|C1|A|104335|102497
||||||||28090382288000|1272145|Town 'n' Country CDP|57217626|5307372|G4210|U1|S|2326528|547141
||||||||2789088505294|1272325|Treasure Island city|4003657|9975886|G4110|C1|A|0|3182108
||||||||27890379248641|1276582|Weston city|63695046|3905266|G4110|C1|A|7631946|0
||||||||28090404137095|1278900|Yalaha CDP|14695255|22607227|G4210|U1|S|0|21274686
||||||||2789087676627|1278925|Yankeetown town|20021494|34287822|G4110|C1|A|0|22270220
||||||||27890389336343|1304204|Augusta-Richmond County consolidated government (balance)|782907232|10801420|G4110|C8|F|110775040|746564
||||||||27890374532824|1311560|Brunswick city|44079598|20911760|G4110|C1|A|16097431|19281006
||||||||27890383562663|1319000|Columbus city|560718761|11696847|G4110|C1|A|150530255|29065
||||||||27890406574532|1321017|Cusseta-Chattahoochee County unified government|644225830|6277089|G4110|C1|A|306712465|3779824
||||||||27890381940824|1321716|Darien city|54816938|7438738|G4110|C1|A|523071|35986
||||||||278905647240922|1326156|Echols County consolidated government|1088849471|809587|G4110|C1|A|316118978|0
||||||||2809015922316757|1342128|Jekyll Island CDP|23277478|24303387|G4210|U1|S|239661|8171120
||||||||27890409583455|1343640|Kingsland city|115869000|561522|G4110|C1|A|44926356|6114
||||||||27890361779742|1362328|Port Wentworth city|41623445|119455|G4110|C1|A|296750|89612
||||||||27890361779743|1369000|Savannah city|276730651|12329738|G4110|C1|A|1263429|3535994
||||||||27890361779746|1378036|Tybee Island city|7463951|790658|G4110|C1|A|0|99680
||||||||280903716870658|1506290|East Honolulu CDP|59584821|29650906|G4210|U2|S|0|22836916
||||||||2809047647953|1507450|Ewa Beach CDP|3085328|1145762|G4210|U2|S|0|635724
||||||||2809050262532|1509260|Haiku-Pauwela CDP|40869130|8774209|G4210|U2|S|0|1902515
||||||||2809050262536|1522700|Kahului CDP|37258943|4259772|G4210|U1|S|5038479|0
||||||||2809047647966|1523150|Kailua CDP|20129495|7307804|G4210|U1|S|0|4149549
||||||||2809047647967|1528250|Kaneohe CDP|16945093|4967943|G4210|U2|S|0|1831537
||||||||2809050129511|1535600|Kekaha CDP|2597312|753321|G4210|U1|S|0|143806
||||||||2809050262543|1546400|Maalaea CDP|13351346|6035748|G4210|U2|S|0|4133587
||||||||2809047647961|1571550|Urban Honolulu CDP|156806994|20487477|G4210|U2|S|0|4255911
||||||||2809047647990|1578200|Waimanalo Beach CDP|5115446|2562737|G4210|U2|S|0|1601137
||||||||27890403632771|1663550|Placerville city|2588994|0|G4110|C1|A|318811|0
||||||||27890197911298|1714000|Chicago city|589818463|17621529|G4110|C5|A|7971|0
||||||||27890204064390|2102674|Augusta city|3082910|1109484|G4110|C1|A|0|994032
||||||||280903939968003|2105428|Belleview CDP|3523296|1297727|G4210|U1|S|0|1297727
||||||||27890113393820|2109856|Bromley city|970615|337470|G4110|C1|A|0|326994
||||||||27890205526557|2113420|Catlettsburg city|3455196|1035229|G4110|C1|A|0|1033759
||||||||27890113393821|2117848|Covington city|34179218|1447150|G4110|C1|A|0|985650
||||||||27890119606821|2120350|Dayton city|3364149|1642426|G4110|C1|A|0|737306
||||||||27890185476148|2123824|Eddyville city|17865714|2110372|G4110|C1|A|0|121543
||||||||28090107712062|2128540|Fort Knox CDP|52547839|273849|G4210|M2|S|13808476|218064
||||||||27890159961928|2133004|Greenup city|4445448|1170080|G4110|C1|A|0|975682
||||||||27890500218379|2135866|Henderson city|41730062|5895750|G4110|C1|A|711544|5650100
||||||||27890112189486|2148000|Louisville city|159239204|12488303|G4110|C9|N|53218|11972206
||||||||27890112189487|2148006|Louisville/Jefferson County metro government (balance)|682349258|30257523|G4110|C8|F|606254|21142145
||||||||27890113393834|2148378|Ludlow city|2371479|933595|G4110|C1|A|290|926811
||||||||27890189450335|2151024|Maysville city|49141984|6155203|G4110|C1|A|0|5550417
||||||||27890119606825|2151564|Mentor city|1935004|159009|G4110|C1|A|0|156460
||||||||27890119606826|2155884|Newport city|7135698|660828|G4110|C1|A|983|533876
||||||||27890142601681|2158620|Owensboro city|53181793|3751628|G4110|C1|A|202279|3519341
||||||||27890186268386|2158836|Paducah city|52548626|1151820|G4110|C1|A|0|785172
||||||||280903939968000|2160312|Petersburg CDP|16259586|1907702|G4210|U1|S|0|1841063
||||||||280903939968023|2163804|Rabbit Hash CDP|13212160|4749631|G4210|U1|S|0|4690169
||||||||27890107712064|2163912|Radcliff city|34592327|79370|G4110|C1|A|149253|8049
||||||||27890119606827|2170644|Silver Grove city|2927931|1320426|G4110|C1|A|0|1311718
||||||||27890159961931|2172210|South Shore city|1700392|497957|G4110|C1|A|0|487528
||||||||280903716477410|2181948|Westport CDP|2088409|1778887|G4210|U1|S|0|1769071
||||||||28090205526558|2182146|Westwood CDP|9677361|247377|G4210|U1|S|0|247377
||||||||2809070468349|2210985|Buras CDP|5951277|2719513|G4210|U1|S|93840|0
||||||||2809058799147|2214100|Chackbay CDP|71860657|0|G4210|U1|S|2573486|0
||||||||2809070468350|2223725|Empire CDP|13511757|6210300|G4210|U1|S|68720|0
||||||||27890326677353|2227155|Franklin city|25696620|1476965|G4110|C1|A|627|12517
||||||||2789069612140|2238092|Jean Lafitte town|15151145|934482|G4110|C1|A|2444026|131840
||||||||2789069612142|2239475|Kenner city|38541001|600053|G4110|C1|A|0|145092
||||||||2789052402289|2246720|Lutcher town|8730528|87829|G4110|C1|A|633117|0
||||||||2789073065224|2252040|Morgan City city|15498740|689895|G4110|C1|A|0|279661
||||||||2789070208091|2255000|New Orleans city|438975285|467122070|G4110|C5|A|0|323404209
||||||||2809071473186|2255140|New Sarpy CDP|2940281|626798|G4210|U1|S|17234|0
||||||||2809071473187|2255525|Norco CDP|8933070|1521246|G4210|U1|S|26334|0
||||||||2809072819281|2264310|Reserve CDP|37708034|2976048|G4210|U1|S|0|6480
||||||||280903710675066|2276440|Triumph CDP|7210242|3212364|G4210|U1|S|215773|0
||||||||2809071153890|2278855|Violet CDP|10168164|1678821|G4210|U1|S|1460642|45795
||||||||27890205300629|2304860|Biddeford city|77920108|75099086|G4110|C5|A|0|61952975
||||||||28090205300637|2355120|Old Orchard Beach CDP|19255102|38931524|G4210|U1|S|0|37122186
||||||||27890204250672|2360545|Portland city|55795997|124055697|G4110|C5|A|0|73989596
||||||||27890103026370|2363590|Rockland city|33259746|5773212|G4110|C5|A|0|3712338
||||||||27890205300638|2364675|Saco city|99933834|36891644|G4110|C5|A|0|29455317
||||||||28090157161705|2400175|Aberdeen Proving Ground CDP|28838202|2077533|G4210|M2|S|168573|1795467
||||||||28090286317578|2400250|Accokeek CDP|71034317|3540309|G4210|U1|S|8200|3299458
||||||||280903717002088|2401635|Annapolis Neck CDP|17953430|11565723|G4210|U2|S|0|2063401
||||||||28090271390273|2408800|Bowleys Quarters CDP|8146477|7730051|G4210|U1|S|0|2713232
||||||||27890161902968|2420775|Crisfield city|4494976|3723742|G4110|C1|A|41077|69058
||||||||28090161902969|2421550|Dames Quarter CDP|30758072|16478159|G4210|U1|S|4768534|11273035
||||||||28090161902970|2422100|Deal Island CDP|7850518|6054710|G4210|U1|S|0|69361
||||||||28090271390277|2423975|Dundalk CDP|33896582|11204887|G4210|U1|S|0|4199290
||||||||28090271390278|2424950|Edgemere CDP|28140963|25135455|G4210|U1|S|48401|14230784
||||||||28090157161709|2425150|Edgewood CDP|44297363|343677|G4210|U1|S|0|27068
||||||||28090161902972|2427375|Fairmount CDP|31748086|12578594|G4210|U1|S|0|2078231
||||||||28090286317604|2429525|Fort Washington CDP|35726134|7193707|G4210|U1|S|0|6945420
||||||||28090161902973|2430567|Frenchtown-Rumbly CDP|9732940|12005570|G4210|U2|S|0|8100400
||||||||28090400191348|2434550|Grasonville CDP|14319761|1971217|G4210|U1|S|0|992802
||||||||28090400191349|2443725|Kent Narrows CDP|2437795|5897096|G4210|U1|S|0|1416936
||||||||28090266655593|2451575|Mayo CDP|14554242|9901256|G4210|U1|S|0|2406156
||||||||280903716512980|2455018|National Harbor CDP|3296282|1023539|G4210|U1|S|0|1019959
||||||||27890164561718|2458225|Ocean City town|11734802|13253795|G4110|C1|A|0|127696
||||||||28090161902976|2472887|Smith Island CDP|11266387|12501900|G4210|U1|S|5037667|11304733
||||||||27890203620659|2503690|Barnstable Town city|155218005|42830773|G4110|C5|A|0|14095034
||||||||27890206494308|2505595|Beverly city|39083082|19417643|G4110|C5|A|0|6209628
||||||||27890210203331|2507000|Boston city|125201979|106897277|G4110|C5|A|3270316|95060546
||||||||27890206494316|2526150|Gloucester city|67852028|39662608|G4110|C5|A|0|25671001
||||||||28090213631081|2531680|Hull CDP|7437835|65626323|G4210|U1|S|513127|44649027
||||||||27890206494323|2537490|Lynn city|27815014|7204026|G4110|C5|A|0|4283587
||||||||28090206494325|2538435|Marblehead CDP|11340958|39374816|G4210|U1|S|923|27070174
||||||||28090206494327|2543615|Nahant CDP|2786306|37701159|G4210|U1|S|0|34219902
||||||||27890406245352|2545000|New Bedford city|51800662|10700054|G4110|C5|A|0|6270885
||||||||27890206494328|2545245|Newburyport city|21626955|6108560|G4110|C5|A|0|141288
||||||||28090203620678|2547590|North Eastham CDP|8916741|22039854|G4210|U1|S|0|20845219
||||||||28090203620679|2547730|North Falmouth CDP|10081646|7049418|G4210|U1|S|0|5879010
||||||||28090203620682|2554450|Pocasset CDP|9575640|15807914|G4210|U1|S|0|11949556
||||||||28090203620685|2555535|Provincetown CDP|4629285|9137215|G4210|U1|S|0|7466331
||||||||27890264681797|2555745|Quincy city|42922985|26765897|G4110|C5|A|4518|18486844
||||||||27890210203333|2556585|Revere city|14772907|11468440|G4110|C5|A|0|8163393
||||||||27890206494332|2559105|Salem city|21481011|25918839|G4110|C5|A|886|11720535
||||||||28090206494335|2568680|Swampscott CDP|7826790|9550285|G4210|U1|S|0|8077229
||||||||28090203620695|2575960|West Falmouth CDP|7979550|3305360|G4210|U1|S|0|1035535
||||||||278903709934582|2578972|Weymouth Town city|43420939|12454758|G4110|C5|A|275307|7304731
||||||||278903710002257|2581005|Winthrop Town city|5155473|16390807|G4110|C5|A|40321|13214787
||||||||28090203620697|2581245|Woods Hole CDP|5530727|4659047|G4210|U1|S|0|1229492
||||||||2789056211195|2622000|Detroit city|359311024|10781269|G4110|C5|A|0|3994952
||||||||2789056211201|2635480|Grosse Pointe city|2750532|3089426|G4110|C5|A|0|2070288
||||||||2789056211202|2635520|Grosse Pointe Farms city|7077722|24842299|G4110|C5|A|0|21301428
||||||||2789056211203|2635540|Grosse Pointe Park city|5610235|3999257|G4110|C5|A|0|2015896
||||||||28090553046375|2639634|Hubbard Lake CDP|22626003|35781187|G4210|U1|S|332|35777012
||||||||2809052644777|2640480|Indian River CDP|33480026|19060809|G4210|U1|S|0|17285105
||||||||2789060357437|2649700|Luna Pier city|3863888|509686|G4110|C5|A|0|1811
||||||||2789056211216|2668760|River Rouge city|6874442|1538341|G4110|C5|A|1233556|1315421
||||||||2789056211204|2682453|Village of Grosse Pointe Shores city|2883841|46528069|G4110|C5|A|0|43912380
||||||||2789056211226|2688900|Wyandotte city|13706889|4368232|G4110|C5|A|0|773248
||||||||2789084027543|2803980|Bay St. Louis city|38051380|30901673|G4110|C1|A|0|27131105
||||||||2789093359392|2806220|Biloxi city|111204002|64155914|G4110|C1|A|2468105|47986640
||||||||278904762075837|2819100|Diamondhead city|26182192|6364936|G4110|C1|A|0|4967370
||||||||2789050865316|2826060|Friars Point town|2849412|58980|G4110|C1|A|803884|15072
||||||||27890110553214|2826860|Gautier city|78365955|4830360|G4110|C1|A|0|261
||||||||2789093359394|2829700|Gulfport city|144078903|21710652|G4110|C1|A|350891|15943451
||||||||2789093359395|2841680|Long Beach city|26528478|9698240|G4110|C1|A|0|9518987
||||||||27890110553221|2849240|Moss Point city|62451527|6352582|G4110|C1|A|5822892|2404980
||||||||27890110553223|2855360|Pascagoula city|39824122|23659078|G4110|C1|A|7016226|7421544
||||||||2789093359397|2855400|Pass Christian city|21330555|18196764|G4110|C1|A|0|15623071
||||||||28090110553225|2876200|Vancleave CDP|111739297|2603242|G4210|U1|S|0|41036
||||||||2789084027548|2878200|Waveland city|21988673|368782|G4110|C1|A|8702|0
||||||||280903716870764|3074725|Trego CDP|139611283|2399125|G4210|U1|S|1221|0
||||||||280903716870766|3082130|Yaak CDP|72120227|713586|G4210|U1|S|1291274|0
||||||||27890679599944|3206500|Boulder City city|539404139|83408|G4110|C1|A|426615422|0
||||||||27890642677774|3208900|Carlin city|27045255|0|G4110|C1|A|5997491|0
||||||||27890492649598|3209700|Carson City|374341372|32594082|G4110|C7|A|121982384|29945448
||||||||280903716903722|3216700|Crystal Bay CDP|1167832|849737|G4210|U1|S|0|845595
||||||||27890594249051|3224900|Fernley city|314187477|17443735|G4110|C1|A|34103856|0
||||||||28090491418561|3225490|Fort McDermitt CDP|46541905|0|G4210|U1|S|20981168|0
||||||||280903716824968|3228500|Golconda CDP|4385753|0|G4210|U1|S|258745|0
||||||||28090492307704|3231300|Hawthorne CDP|4555882|0|G4210|U1|S|334328|0
||||||||28090628266175|3237190|Johnson Lane CDP|56648784|17041|G4210|U1|S|895064|0
||||||||27890679599947|3246000|Mesquite city|82267298|1204149|G4110|C1|A|10203106|44714
||||||||280903716825162|3246800|Mina CDP|6233580|1901|G4210|U1|S|551402|0
||||||||27890679599948|3251800|North Las Vegas city|262323395|112001|G4110|C1|A|92362231|0
||||||||28090642677772|3253600|Owyhee CDP|581756101|1562554|G4210|U1|S|276561553|1014174
||||||||27890621636737|3260600|Reno city|281716689|7338575|G4110|C1|A|127999|0
||||||||280903939942895|3333140|Hampton Beach CDP|3295725|576300|G4210|U1|S|0|365779
||||||||27890304367968|3402110|Atlantic Highlands borough|3273914|8543219|G4110|C5|A|0|8543219
||||||||27890537433125|3403130|Barnegat Light borough|2151817|946685|G4110|C5|A|0|49438
||||||||28090304367970|3404600|Belford CDP|3261210|89063|G4210|U1|S|93216|0
||||||||27890323510140|3407810|Brigantine city|16892883|11242613|G4110|C5|A|43618|630408
||||||||27890304367985|3436480|Keansburg borough|2777291|39796807|G4110|C5|A|0|38776742
||||||||27890304367986|3436810|Keyport borough|3577441|190550|G4110|C5|A|0|18170
||||||||27890423839332|3465790|Sayreville borough|40999130|7335195|G4110|C5|A|0|2870480
||||||||27890423839335|3468550|South Amboy city|3982726|3009004|G4110|C5|A|0|2635483
||||||||27890304368017|3474540|Union Beach borough|4614286|259823|G4110|C5|A|0|7305
||||||||280901476520911|3518940|Crownpoint CDP|174839463|8933|G4210|U1|S|2320475|0
||||||||280901470355452|3521390|Dulce CDP|33219674|384235|G4210|U1|S|149250|40744
||||||||27890291980724|3531820|Hatch village|7782618|155588|G4110|C1|A|568786|0
||||||||2809015682132091|3539792|Las Tusas CDP|3278900|2953|G4210|U2|S|0|2953
||||||||2809015682488771|3563530|Rio Rancho Estates CDP|177032990|0|G4210|U1|S|38050|0
||||||||280901461641864|3572770|Shiprock CDP|34993304|503084|G4210|U1|S|347064|0
||||||||278901376312768|3573540|Socorro city|37434634|25853|G4110|C1|A|1927982|0
